PROV_TERR,SITE_NO,SITE_NAME_NOM,DATE,TEMPERATURE (WATER),PH,TURBIDITY,LATITUDE,LONGITUDE
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2009-05-14,4.885352143248175,6.53,14.898467320261437,51.172908,-115.568212
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2009-05-14,4.885352143248175,7.49,14.898467320261437,60.81046,-115.78815
NS,NS01ED9111,SHELBURNE RIVER,2009-05-14,4.885352143248175,4.57,14.898467320261437,42.62761,-72.73679
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2009-05-14,4.885352143248175,7.99,14.898467320261437,53.27956,-103.58755
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2009-05-14,5.0,7.7,14.898467320261437,45.36769,-63.23062
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2009-05-14,4.885352143248175,7.25,14.898467320261437,46.64451,-60.94759
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2009-05-14,4.885352143248175,7.46,14.898467320261437,51.94054,-114.63936
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2009-05-15,4.885352143248175,7.72,14.898467320261437,45.47061,-61.94279
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2009-05-19,4.885352143248175,7.8,6.35,45.68226,-76.62248
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2009-05-20,4.885352143248175,8.54,14.898467320261437,46.79359,-84.39111
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2009-05-21,4.885352143248175,5.71,14.898467320261437,44.32068,-79.88702
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2009-05-21,4.885352143248175,8.25,16.5,46.311578,-72.546012
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2009-05-21,4.885352143248175,8.36,14.898467320261437,44.62234,-84.92329
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2009-05-21,4.885352143248175,8.15,14.898467320261437,44.01496,-66.14925
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-05-25,4.885352143248175,7.561227656100738,3.0,49.99405,-97.78091
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-05-25,4.885352143248175,7.561227656100738,11.1,45.98665,-88.65258
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2009-05-25,4.885352143248175,8.32,14.898467320261437,46.37318,-62.27866
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-05-25,4.885352143248175,7.561227656100738,24.5,45.2583,-66.08925
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2009-05-26,4.885352143248175,7.15,14.898467320261437,46.65076,-72.71208
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2009-05-26,8.0,7.94,14.898467320261437,34.68108,-80.63893
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2009-05-27,4.885352143248175,4.53,14.898467320261437,44.169675,-65.396104
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2009-05-27,4.885352143248175,8.1,8.81,46.78944,-71.19476
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2009-05-27,2.0,7.87,14.898467320261437,36.06495,-115.30544
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2009-05-27,4.885352143248175,4.83,14.898467320261437,51.94054,-114.63936
NT,NW10JC0001,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,2009-05-27,4.885352143248175,7.94,14.898467320261437,27.88974,-80.51135
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2009-05-28,4.885352143248175,8.05,14.898467320261437,44.57449,-64.16077
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2009-05-28,4.885352143248175,8.24,14.898467320261437,59.51412,-126.36461
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2009-05-29,4.885352143248175,6.6,14.898467320261437,46.65076,-72.71208
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2009-06-01,4.885352143248175,7.37,24.2,45.874908,-73.281964
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2009-06-01,4.885352143248175,5.16,14.898467320261437,44.40816,-65.23315
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2009-06-01,6.0,7.76,14.898467320261437,-43.39192,170.18177
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2009-06-01,7.5,7.97,14.898467320261437,60.876,-135.43545
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2009-06-01,4.885352143248175,6.7,2.56,46.37864,-72.61422
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2009-06-02,4.885352143248175,7.26,9.21,45.68226,-76.62248
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2009-06-02,4.885352143248175,8.0,14.898467320261437,45.89269,-64.9751
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2009-06-02,4.885352143248175,8.16,14.898467320261437,49.71756,-97.12636
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2009-06-02,4.885352143248175,7.4,14.898467320261437,44.84347,-63.79918
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2009-06-03,8.5,8.33,14.898467320261437,49.10269,-116.55424
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2009-06-03,4.885352143248175,8.05,14.898467320261437,61.74267,-121.21967
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-06-03,4.885352143248175,7.561227656100738,4.3,49.99405,-97.78091
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-06-03,4.885352143248175,7.561227656100738,23.0,45.2583,-66.08925
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-06-03,4.885352143248175,7.561227656100738,7.3,45.98665,-88.65258
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2009-06-03,4.885352143248175,8.29,14.898467320261437,52.10582,-101.2661
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2009-06-04,4.885352143248175,8.13,14.898467320261437,47.8012,-103.21318
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2009-06-04,4.885352143248175,7.56,14.898467320261437,50.29433,-95.54489
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2009-06-05,4.885352143248175,7.75,14.898467320261437,45.56887,-65.75331
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2009-06-05,4.885352143248175,8.11,14.898467320261437,49.18562,-122.75014
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2009-06-08,4.885352143248175,8.03,9.74,46.039305,-73.114843
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2009-06-08,4.885352143248175,8.61,14.898467320261437,50.76961,-103.79031
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-06-09,4.885352143248175,7.561227656100738,5.4,49.99405,-97.78091
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2009-06-09,4.885352143248175,8.3,14.898467320261437,46.14017,-77.55365
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2009-06-09,4.885352143248175,8.12,14.898467320261437,51.088425,-115.350551
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2009-06-09,4.885352143248175,7.92,14.898467320261437,46.28987,-66.59298
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-06-09,4.885352143248175,7.561227656100738,20.0,45.2583,-66.08925
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-06-09,4.885352143248175,7.561227656100738,13.0,45.98665,-88.65258
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2009-06-10,4.885352143248175,8.23,14.898467320261437,53.83474,-107.03254
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2009-06-10,4.885352143248175,7.97,8.51,46.78944,-71.19476
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2009-06-10,4.885352143248175,8.31,14.898467320261437,51.33497,-116.04974
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2009-06-10,4.885352143248175,8.18,14.898467320261437,53.27956,-103.58755
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2009-06-10,4.885352143248175,7.99,14.898467320261437,53.27956,-103.58755
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2009-06-13,9.0,8.11,14.898467320261437,60.05176,-128.90848
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2009-06-15,4.0,7.6,14.898467320261437,45.36769,-63.23062
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2009-06-15,4.885352143248175,8.97,14.898467320261437,49.76807,-94.39234
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-06-15,4.885352143248175,7.561227656100738,11.1,45.98665,-88.65258
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-06-15,4.885352143248175,7.561227656100738,7.5,49.99405,-97.78091
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2009-06-15,4.885352143248175,8.74,14.898467320261437,46.14017,-77.55365
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-06-15,4.885352143248175,7.561227656100738,28.4,45.2583,-66.08925
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2009-06-16,4.885352143248175,6.13,14.898467320261437,46.65076,-72.71208
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2009-06-16,4.885352143248175,6.88,14.898467320261437,44.63992,-73.11345
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2009-06-16,4.885352143248175,8.26,14.898467320261437,65.27071,-126.76571
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2009-06-16,9.5,8.26,14.898467320261437,49.10269,-116.55424
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2009-06-17,4.885352143248175,8.06,8.97,46.311578,-72.546012
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2009-06-17,4.885352143248175,7.65,14.898467320261437,51.94054,-114.63936
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2009-06-17,4.885352143248175,8.29,14.898467320261437,46.79359,-84.39111
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2009-06-18,4.885352143248175,7.86,14.898467320261437,45.47061,-61.94279
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2009-06-18,4.885352143248175,8.21,14.898467320261437,44.01496,-66.14925
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-06-22,4.885352143248175,7.561227656100738,48.1,45.2583,-66.08925
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-06-22,4.885352143248175,7.561227656100738,12.2,45.98665,-88.65258
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-06-22,4.885352143248175,7.561227656100738,7.5,49.99405,-97.78091
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2009-06-23,15.0,8.09,14.898467320261437,34.68108,-80.63893
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2009-06-23,4.885352143248175,8.03,14.898467320261437,59.51412,-126.36461
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2009-06-23,9.0,8.05,14.898467320261437,36.06495,-115.30544
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2009-06-23,4.885352143248175,7.96,14.898467320261437,44.57449,-64.16077
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2009-06-24,4.885352143248175,8.62,14.898467320261437,46.37318,-62.27866
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2009-06-24,4.885352143248175,7.76,14.898467320261437,60.81046,-115.78815
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-06-29,4.885352143248175,7.561227656100738,14.9,49.99405,-97.78091
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-06-29,4.885352143248175,7.561227656100738,49.5,45.98665,-88.65258
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-06-29,4.885352143248175,7.561227656100738,51.2,45.2583,-66.08925
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2009-06-30,4.885352143248175,5.9,14.898467320261437,46.65076,-72.71208
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-06-30,4.885352143248175,7.561227656100738,14.898467320261437,45.2583,-66.08925
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2009-07-02,4.885352143248175,8.64,14.898467320261437,49.76807,-94.39234
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2009-07-02,4.885352143248175,8.41,14.898467320261437,46.14017,-77.55365
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2009-07-02,4.885352143248175,7.1,14.898467320261437,44.84347,-63.79918
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2009-07-02,4.885352143248175,7.85,14.898467320261437,45.89269,-64.9751
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2009-07-03,4.885352143248175,8.1,14.898467320261437,49.18562,-122.75014
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2009-07-03,4.885352143248175,7.7,14.898467320261437,45.56887,-65.75331
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-07-06,4.885352143248175,7.561227656100738,48.2,45.2583,-66.08925
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-07-06,4.885352143248175,7.561227656100738,56.9,49.99405,-97.78091
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2009-07-06,4.885352143248175,8.63,14.898467320261437,46.79359,-84.39111
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2009-07-06,4.885352143248175,5.41,14.898467320261437,44.40816,-65.23315
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-07-06,4.885352143248175,7.561227656100738,23.5,45.98665,-88.65258
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2009-07-07,4.885352143248175,7.96,14.898467320261437,49.71756,-97.12636
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2009-07-07,4.885352143248175,6.6,1.0,46.65076,-72.71208
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2009-07-07,4.885352143248175,5.93,14.898467320261437,44.32068,-79.88702
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2009-07-07,4.885352143248175,8.17,14.898467320261437,44.01496,-66.14925
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2009-07-07,4.885352143248175,8.42,14.898467320261437,44.62234,-84.92329
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2009-07-08,4.885352143248175,7.58,14.898467320261437,50.29433,-95.54489
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2009-07-08,4.885352143248175,7.5,25.8,45.874908,-73.281964
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2009-07-08,6.0,7.4,14.898467320261437,45.36769,-63.23062
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2009-07-08,4.885352143248175,6.77,3.0,46.37864,-72.61422
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2009-07-08,4.885352143248175,6.58,14.898467320261437,51.172908,-115.568212
NS,NS01ED9111,SHELBURNE RIVER,2009-07-08,4.885352143248175,4.56,14.898467320261437,42.62761,-72.73679
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2009-07-09,4.885352143248175,7.9,13.0,46.78944,-71.19476
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2009-07-09,4.885352143248175,8.26,14.898467320261437,52.10582,-101.2661
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2009-07-09,4.885352143248175,8.16,14.898467320261437,61.74267,-121.21967
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2009-07-13,4.885352143248175,7.66,85.0,46.039305,-73.114843
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2009-07-13,4.885352143248175,8.21,14.898467320261437,51.088425,-115.350551
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2009-07-13,9.0,7.71,14.898467320261437,-43.39192,170.18177
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2009-07-13,4.885352143248175,8.31,14.898467320261437,46.28987,-66.59298
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2009-07-13,4.885352143248175,8.61,14.898467320261437,50.76961,-103.79031
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2009-07-14,4.885352143248175,7.38,8.35,45.68226,-76.62248
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2009-07-14,4.885352143248175,8.33,14.898467320261437,51.33497,-116.04974
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2009-07-14,4.885352143248175,8.39,14.898467320261437,53.83474,-107.03254
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2009-07-14,15.0,8.12,14.898467320261437,60.05176,-128.90848
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-07-15,4.885352143248175,7.561227656100738,17.4,49.99405,-97.78091
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2009-07-15,11.5,8.32,14.898467320261437,49.10269,-116.55424
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2009-07-15,4.885352143248175,7.99,14.898467320261437,53.27956,-103.58755
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-07-15,4.885352143248175,7.561227656100738,21.0,45.98665,-88.65258
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-07-15,4.885352143248175,7.561227656100738,44.2,45.2583,-66.08925
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2009-07-15,4.885352143248175,7.7,14.898467320261437,53.27956,-103.58755
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2009-07-15,15.0,8.03,14.898467320261437,60.876,-135.43545
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2009-07-20,4.885352143248175,7.99,29.1,46.311578,-72.546012
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2009-07-20,14.5,8.21,14.898467320261437,34.68108,-80.63893
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-07-21,4.885352143248175,7.561227656100738,12.9,45.98665,-88.65258
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-07-21,4.885352143248175,7.561227656100738,37.7,45.2583,-66.08925
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2009-07-21,4.885352143248175,8.77,14.898467320261437,46.37318,-62.27866
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-07-21,4.885352143248175,7.561227656100738,12.7,49.99405,-97.78091
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-07-27,4.885352143248175,7.561227656100738,12.3,49.99405,-97.78091
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-07-27,4.885352143248175,7.561227656100738,75.2,45.98665,-88.65258
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-07-27,4.885352143248175,7.561227656100738,56.0,45.2583,-66.08925
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2009-07-28,4.885352143248175,6.7,0.4,46.65076,-72.71208
NT,NW10JC0001,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,2009-07-30,4.885352143248175,7.94,14.898467320261437,27.88974,-80.51135
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2009-07-31,4.885352143248175,8.15,14.898467320261437,65.27071,-126.76571
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2009-08-01,4.885352143248175,5.08,14.898467320261437,44.40816,-65.23315
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2009-08-03,4.885352143248175,7.4,22.0,45.874908,-73.281964
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2009-08-03,4.885352143248175,6.71,9.2,46.37864,-72.61422
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2009-08-03,10.0,8.17,14.898467320261437,36.06495,-115.30544
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-08-04,4.885352143248175,7.561227656100738,86.0,45.2583,-66.08925
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-08-04,4.885352143248175,7.561227656100738,19.8,45.98665,-88.65258
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2009-08-04,11.0,7.67,14.898467320261437,-43.39192,170.18177
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-08-04,4.885352143248175,7.561227656100738,9.4,49.99405,-97.78091
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2009-08-05,4.0,7.3,14.898467320261437,45.36769,-63.23062
NS,NS01ED9111,SHELBURNE RIVER,2009-08-05,4.885352143248175,4.5,14.898467320261437,42.62761,-72.73679
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2009-08-05,4.885352143248175,8.15,10.4,46.78944,-71.19476
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2009-08-06,4.885352143248175,4.69,14.898467320261437,51.94054,-114.63936
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2009-08-06,13.0,8.21,14.898467320261437,34.68108,-80.63893
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2009-08-06,4.885352143248175,6.69,14.898467320261437,51.172908,-115.568212
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2009-08-06,4.885352143248175,4.47,14.898467320261437,44.169675,-65.396104
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2009-08-08,16.0,8.27,14.898467320261437,60.05176,-128.90848
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2009-08-10,4.885352143248175,8.09,15.8,46.039305,-73.114843
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2009-08-10,4.885352143248175,8.45,14.898467320261437,46.28987,-66.59298
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2009-08-10,4.885352143248175,8.69,14.898467320261437,50.76961,-103.79031
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2009-08-11,4.885352143248175,6.87,14.898467320261437,44.63992,-73.11345
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2009-08-11,4.885352143248175,7.64,5.78,45.68226,-76.62248
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2009-08-11,4.885352143248175,8.29,14.898467320261437,49.71756,-97.12636
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2009-08-12,4.885352143248175,7.7,14.898467320261437,53.27956,-103.58755
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2009-08-12,4.885352143248175,7.22,14.898467320261437,46.64451,-60.94759
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2009-08-12,4.885352143248175,7.76,14.898467320261437,51.94054,-114.63936
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-08-12,4.885352143248175,7.561227656100738,15.1,45.98665,-88.65258
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-08-12,4.885352143248175,7.561227656100738,6.6,49.99405,-97.78091
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-08-12,4.885352143248175,7.561227656100738,34.9,45.2583,-66.08925
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2009-08-12,4.885352143248175,8.25,14.898467320261437,52.10582,-101.2661
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2009-08-12,4.885352143248175,8.35,14.898467320261437,53.27956,-103.58755
SK,SA06EA0003,CHURCHILL RIVER BELOW WASAWAKASIK,2009-08-12,4.885352143248175,7.75,14.898467320261437,55.91835,-107.7192
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2009-08-13,4.885352143248175,8.34,14.898467320261437,46.14017,-77.55365
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2009-08-13,4.885352143248175,7.85,14.898467320261437,45.47061,-61.94279
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2009-08-13,4.885352143248175,7.59,14.898467320261437,50.29433,-95.54489
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2009-08-17,4.885352143248175,7.561227656100738,34.8,45.2583,-66.08925
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2009-08-17,4.885352143248175,7.561227656100738,6.5,49.99405,-97.78091
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2009-08-17,4.885352143248175,8.31,14.898467320261437,46.14017,-77.55365
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2009-08-17,4.885352143248175,8.6,14.898467320261437,49.76807,-94.39234
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2009-08-17,4.885352143248175,8.41,14.898467320261437,46.37318,-62.27866
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2009-08-17,4.885352143248175,7.561227656100738,12.3,45.98665,-88.65258
