PROV_TERR,SITE_NO,SITE_NAME_NOM,DATE,TEMPERATURE (WATER),PH,TURBIDITY
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2011-03-14,0.0,7.94,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2011-03-14,4.885352143248175,7.8,21.1
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2011-03-15,4.885352143248175,7.9,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2011-03-15,0.0,8.01,14.898467320261437
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2011-03-15,4.885352143248175,7.33,14.898467320261437
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2011-03-15,1.0,8.03,14.898467320261437
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2011-03-15,4.885352143248175,7.27,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2011-03-15,4.885352143248175,6.94,14.898467320261437
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2011-03-16,4.885352143248175,7.71,14.898467320261437
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2011-03-16,4.885352143248175,6.52,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2011-03-16,1.5,7.2,14.898467320261437
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2011-03-16,4.885352143248175,7.5,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2011-03-16,4.885352143248175,7.93,7.1
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2011-03-17,4.885352143248175,7.56,14.898467320261437
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2011-03-17,4.885352143248175,7.23,14.898467320261437
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2011-03-21,0.0,8.21,14.898467320261437
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2011-03-22,4.885352143248175,6.97,0.6
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2011-03-23,4.885352143248175,7.27,14.898467320261437
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2011-03-23,4.885352143248175,8.16,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2011-03-23,4.885352143248175,7.62,14.898467320261437
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2011-03-23,4.885352143248175,7.5,31.6
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2011-03-23,4.885352143248175,7.75,14.898467320261437
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2011-03-29,4.885352143248175,6.1,14.898467320261437
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2011-03-30,0.0,8.01,14.898467320261437
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2011-03-30,4.885352143248175,7.07,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2011-04-04,4.885352143248175,7.82,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2011-04-04,4.885352143248175,4.89,14.898467320261437
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2011-04-04,4.885352143248175,7.58,4.8
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2011-04-05,4.885352143248175,8.3,14.898467320261437
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2011-04-05,4.885352143248175,7.93,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2011-04-05,0.9,7.77,14.898467320261437
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2011-04-05,4.885352143248175,7.55,14.898467320261437
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2011-04-05,4.885352143248175,7.79,89.9
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2011-04-05,3.0,8.37,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2011-04-06,4.885352143248175,7.6,14.8
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2011-04-06,4.885352143248175,8.22,14.898467320261437
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2011-04-06,4.885352143248175,7.63,14.898467320261437
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2011-04-06,4.885352143248175,8.41,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2011-04-11,4.885352143248175,7.9,10.2
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2011-04-11,4.885352143248175,7.16,14.898467320261437
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2011-04-12,4.885352143248175,6.18,14.898467320261437
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2011-04-12,4.0,8.01,14.898467320261437
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2011-04-13,4.885352143248175,7.3,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2011-04-13,4.885352143248175,8.22,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2011-04-13,4.885352143248175,7.91,44.7
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2011-04-13,4.885352143248175,5.56,14.898467320261437
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2011-04-13,4.885352143248175,7.92,14.898467320261437
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2011-04-14,4.885352143248175,7.35,14.898467320261437
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2011-04-14,4.885352143248175,7.85,56.6
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2011-04-18,0.0,7.99,14.898467320261437
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2011-04-18,4.885352143248175,8.0,14.898467320261437
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2011-04-18,4.885352143248175,6.32,14.898467320261437
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2011-04-18,4.885352143248175,4.44,14.898467320261437
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2011-04-18,4.885352143248175,4.72,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2011-04-18,0.0,7.89,14.898467320261437
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2011-04-19,4.885352143248175,7.86,14.898467320261437
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2011-04-19,4.885352143248175,6.4,0.4
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2011-04-19,4.885352143248175,7.42,14.898467320261437
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2011-04-19,4.885352143248175,7.86,14.898467320261437
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2011-04-20,4.885352143248175,7.57,14.898467320261437
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2011-04-20,4.885352143248175,7.27,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2011-04-20,4.885352143248175,7.6,46.3
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2011-04-20,4.885352143248175,7.86,14.898467320261437
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2011-04-20,4.885352143248175,7.81,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2011-04-20,4.885352143248175,7.71,14.898467320261437
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2011-04-20,4.885352143248175,6.87,14.898467320261437
NS,NS01ED9111,SHELBURNE RIVER,2011-04-21,4.885352143248175,4.44,14.898467320261437
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2011-04-26,4.885352143248175,7.66,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2011-04-26,4.885352143248175,7.28,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2011-04-27,4.885352143248175,7.85,34.5
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2011-04-27,4.885352143248175,5.76,14.898467320261437
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2011-04-28,4.885352143248175,8.05,14.898467320261437
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2011-04-28,4.885352143248175,7.36,14.898467320261437
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2011-05-02,4.885352143248175,7.6,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2011-05-02,4.885352143248175,8.21,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2011-05-02,4.9,7.36,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2011-05-02,4.885352143248175,5.01,14.898467320261437
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2011-05-03,4.885352143248175,8.09,14.898467320261437
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2011-05-03,4.885352143248175,7.6,8.6
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2011-05-03,4.885352143248175,8.31,14.898467320261437
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2011-05-03,6.0,8.35,14.898467320261437
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2011-05-03,4.885352143248175,6.5,14.898467320261437
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2011-05-04,4.885352143248175,7.65,24.7
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2011-05-04,0.1,7.7,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2011-05-04,4.885352143248175,8.32,14.898467320261437
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2011-05-04,4.885352143248175,7.84,14.898467320261437
AB,AL07AA0015,ATHABASCA RIVER ABOVE ATHABSCA FALLS,2011-05-04,4.885352143248175,8.23,14.898467320261437
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2011-05-04,4.885352143248175,8.21,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2011-05-05,4.885352143248175,8.16,14.898467320261437
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2011-05-05,4.885352143248175,8.56,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2011-05-05,4.885352143248175,7.63,12.4
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2011-05-10,17.0,7.89,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2011-05-10,1.0,8.12,14.898467320261437
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2011-05-10,4.885352143248175,6.2,0.44
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2011-05-11,4.885352143248175,8.1,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2011-05-12,4.885352143248175,7.84,14.898467320261437
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2011-05-12,4.885352143248175,8.07,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2011-05-12,4.885352143248175,7.78,19.7
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2011-05-16,4.885352143248175,8.33,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2011-05-16,4.885352143248175,7.75,22.5
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2011-05-17,4.885352143248175,8.12,14.898467320261437
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2011-05-17,4.885352143248175,7.17,40.3
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2011-05-17,4.885352143248175,8.35,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2011-05-18,6.5,7.98,14.898467320261437
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2011-05-18,4.885352143248175,8.13,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2011-05-18,4.885352143248175,7.68,9.1
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2011-05-24,4.885352143248175,7.561227656100738,17.5
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2011-05-24,4.885352143248175,7.561227656100738,6.6
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2011-05-24,4.885352143248175,7.561227656100738,23.0
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2011-05-24,8.0,8.11,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2011-05-25,4.885352143248175,7.85,14.898467320261437
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2011-05-26,4.885352143248175,5.8,14.898467320261437
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2011-05-30,11.0,7.92,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2011-05-30,5.5,7.5,14.898467320261437
NS,NS01ED9111,SHELBURNE RIVER,2011-05-30,4.885352143248175,4.5,14.898467320261437
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2011-05-31,4.885352143248175,7.75,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2011-05-31,4.885352143248175,7.561227656100738,14.3
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2011-05-31,4.885352143248175,7.561227656100738,59.4
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2011-05-31,4.885352143248175,7.561227656100738,51.1
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2011-05-31,4.885352143248175,7.13,14.898467320261437
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2011-06-02,4.885352143248175,7.33,2.2
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2011-06-02,6.1,8.27,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2011-06-06,4.885352143248175,7.561227656100738,5.56
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2011-06-06,4.885352143248175,7.561227656100738,7.92
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2011-06-06,5.7,7.76,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2011-06-06,4.885352143248175,7.98,14.898467320261437
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2011-06-06,9.7,8.02,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2011-06-06,4.885352143248175,7.561227656100738,4.5
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2011-06-07,4.885352143248175,8.3,14.898467320261437
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2011-06-07,4.885352143248175,6.99,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2011-06-07,4.885352143248175,8.07,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2011-06-07,4.885352143248175,5.21,14.898467320261437
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2011-06-07,4.885352143248175,6.9,0.6
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2011-06-07,4.885352143248175,8.38,14.898467320261437
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2011-06-07,4.885352143248175,8.32,14.898467320261437
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2011-06-08,4.885352143248175,8.01,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2011-06-08,4.885352143248175,8.31,14.898467320261437
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2011-06-08,4.885352143248175,8.03,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2011-06-08,4.885352143248175,7.92,14.898467320261437
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2011-06-08,4.885352143248175,7.79,14.898467320261437
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2011-06-09,4.885352143248175,7.77,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2011-06-09,4.885352143248175,7.5,14.898467320261437
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2011-06-09,4.885352143248175,7.8,14.898467320261437
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2011-06-10,4.885352143248175,7.97,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2011-06-11,9.5,8.14,14.898467320261437
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2011-06-13,4.885352143248175,7.64,20.9
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2011-06-13,4.885352143248175,8.18,14.898467320261437
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2011-06-14,4.885352143248175,8.15,14.898467320261437
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2011-06-14,4.885352143248175,4.46,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2011-06-14,4.885352143248175,7.561227656100738,22.9
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2011-06-14,4.885352143248175,7.561227656100738,8.4
NS,NS01ED9111,SHELBURNE RIVER,2011-06-14,4.885352143248175,4.53,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2011-06-14,4.885352143248175,7.561227656100738,3.6
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2011-06-14,4.885352143248175,6.41,14.898467320261437
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2011-06-15,4.885352143248175,4.9,14.898467320261437
SK,SA06EA0003,CHURCHILL RIVER BELOW WASAWAKASIK,2011-06-15,4.885352143248175,7.64,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2011-06-15,4.885352143248175,7.33,5.7
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2011-06-15,4.885352143248175,8.07,14.898467320261437
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2011-06-16,4.885352143248175,7.69,14.898467320261437
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2011-06-16,4.885352143248175,8.39,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2011-06-20,4.885352143248175,7.76,10.7
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2011-06-21,4.885352143248175,7.561227656100738,7.2
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2011-06-21,4.885352143248175,7.561227656100738,13.6
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2011-06-21,4.885352143248175,7.76,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2011-06-21,4.885352143248175,7.561227656100738,4.5
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2011-06-21,4.885352143248175,6.29,14.898467320261437
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2011-06-22,4.885352143248175,7.31,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2011-06-22,13.2,8.01,14.898467320261437
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2011-06-22,4.885352143248175,6.19,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2011-06-22,4.885352143248175,8.08,14.898467320261437
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2011-06-23,4.885352143248175,7.55,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2011-06-25,12.2,8.08,14.898467320261437
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2011-06-27,4.885352143248175,7.59,16.0
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2011-06-27,14.0,8.11,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2011-06-28,4.885352143248175,7.561227656100738,5.7
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2011-06-28,4.885352143248175,6.6,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2011-06-28,4.885352143248175,7.561227656100738,13.3
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2011-06-28,4.885352143248175,7.561227656100738,38.9
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2011-07-04,4.885352143248175,7.561227656100738,13.0
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2011-07-04,4.885352143248175,7.561227656100738,156.0
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2011-07-04,4.885352143248175,5.29,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2011-07-04,4.885352143248175,7.77,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2011-07-04,4.885352143248175,7.561227656100738,50.2
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2011-07-05,4.885352143248175,6.89,0.6
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2011-07-05,7.1,7.74,14.898467320261437
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2011-07-05,4.885352143248175,8.05,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2011-07-06,4.885352143248175,8.35,14.898467320261437
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2011-07-06,4.885352143248175,7.66,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2011-07-06,4.885352143248175,8.27,14.898467320261437
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2011-07-06,4.885352143248175,7.34,1.7
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2011-07-06,4.885352143248175,8.34,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2011-07-07,4.885352143248175,7.76,10.0
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2011-07-07,4.885352143248175,8.2,14.898467320261437
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2011-07-07,4.885352143248175,8.23,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2011-07-09,11.7,8.14,14.898467320261437
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2011-07-11,9.0,8.29,14.898467320261437
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2011-07-11,4.885352143248175,7.69,23.9
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2011-07-11,15.4,8.03,14.898467320261437
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2011-07-11,4.885352143248175,8.36,14.898467320261437
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2011-07-11,4.885352143248175,8.6,14.898467320261437
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2011-07-12,4.885352143248175,8.14,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2011-07-12,4.885352143248175,7.561227656100738,22.8
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2011-07-12,7.7,7.59,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2011-07-12,4.885352143248175,7.561227656100738,13.9
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2011-07-12,4.885352143248175,7.561227656100738,45.7
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2011-07-12,4.885352143248175,7.5,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2011-07-13,4.885352143248175,8.02,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2011-07-13,4.885352143248175,7.68,4.8
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2011-07-13,4.885352143248175,7.95,14.898467320261437
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2011-07-13,4.885352143248175,7.72,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2011-07-14,4.885352143248175,7.78,14.898467320261437
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2011-07-14,4.885352143248175,8.57,14.898467320261437
